Release_Date,Movie_Title,Production_Budget,Domestic_Gross,Worldwide_Gross
2010-12-25,L'illusionniste,17000000,2231474,8609949
1981-01-01,Roar,17000000,2110050,2110050
2003-11-07,Veronica Guerin,17000000,1569918,9438074
2016-10-06,Genius,17000000,1361045,7265283
2019-03-15,Nancy Drew and the Hidden Staircase,17000000,623088,624531
2007-11-14,Southland Tales,17000000,275380,364607
2015-01-16,Escobar: Paradise Lost,17000000,195792,3917679
2015-06-02,Mune le gardien de la lune,17000000,0,14534046
2009-06-23,Chasseurs de dragons,17000000,0,13446115
1977-10-21,Damnation Alley,17000000,0,0
2016-10-03,The Young Messiah,16800000,6469813,7313697
2006-10-11,FUR: An Imaginary Portrait of Diane Arbus,16800000,223202,2281089
1991-11-27,My Girl,16500000,58011485,58011485
1987-11-12,Wall Street,16500000,43848100,43848100
1995-11-12,Sense and Sensibility,16500000,42993774,134993774
2006-08-18,The Illusionist,16500000,39868642,83792062
2007-03-08,Becoming Jane,16500000,18663911,39380831
2003-12-19,House of Sand and Fog,16500000,13005485,16154786
2007-09-21,Sydney White,16500000,11892415,13636339
,Arn - Tempelriddaren,16500000,0,21404122
2018-10-17,Le Flic de Belleville,16500000,0,8126380
1989-02-06,Dead Poets Society,16400000,95860116,239500000
2017-06-11,Gatwick Gangsters,16066830,0,0
1994-12-16,Dumb & Dumber,16000000,127175374,246400000
1989-07-14,When Harry Met Sally…,16000000,92823546,92999400
2000-05-19,Road Trip,16000000,68525609,119739110
1982-08-12,The Verdict,16000000,53977250,53977250
1999-01-15,Varsity Blues,16000000,52894169,54294169
2012-05-16,Moonrise Kingdom,16000000,45512466,68848446
2011-12-10,The Artist,16000000,44667095,128256712
2009-09-01,The Unborn,16000000,42670410,78208812
2002-02-08,The Master of Disguise,16000000,40363530,40363530
2006-06-10,The Texas Chainsaw Massacre: The Beginning,16000000,39517763,50517763
2006-11-30,El Laberinto del Fauno,16000000,37634615,87041569
2011-04-02,The Roommate,16000000,37300107,52545707
2007-02-02,The Messengers,16000000,35374833,53774833
1984-02-11,The Killing Fields,16000000,34609720,34609720
2001-02-03,See Spot Run,16000000,33357476,43057552
1991-09-08,Double Impact,16000000,29090445,29090445
2001-06-27,Baby Boy,16000000,28734552,28734552
2021-03-19,Nobody,16000000,27268035,57210518
2001-11-04,Joe Dirt,16000000,27087695,30987695
2008-12-09,The Women,16000000,26902075,50103808
2007-02-16,Hot Fuzz,16000000,23618786,81742618
2008-08-15,Vicky Cristina Barcelona,16000000,23216709,104504817
2019-03-05,A Dog’s Journey,16000000,22782371,78870908
2019-11-07,Stuber,16000000,22370452,29634769
2000-06-16,Boys and Girls,16000000,21799652,21799652
2018-06-13,Superfly,16000000,20537137,20739323
1994-11-18,Léon,16000000,19284974,45284974
2010-12-03,Remember Me,16000000,19068240,56506120
2002-11-10,White Oleander,16000000,16357770,21657770
2009-09-18,Jennifer's Body,16000000,16204793,31943401
2000-03-03,Drowning Mona,16000000,15427192,15980376
1987-01-30,Radio Days,16000000,14792779,14792779
2003-07-18,How to Deal,16000000,14108518,14125516
2004-05-28,Soul Plane,16000000,13922211,14553807
1988-09-12,My Stepmother Is an Alien,16000000,13854000,13854000
2012-06-29,People Like Us,16000000,12431792,12617472
1999-05-28,The Thirteenth Floor,16000000,11810854,11810854
2004-03-09,The Cookout,16000000,11540112,11540112
1979-10-19,Meteor,16000000,8400000,8400000
1986-07-03,Highlander,16000000,5900000,12900000
2016-11-18,Bleed for This,16000000,5083906,7171320
2002-03-05,Hollywood Ending,16000000,4839383,14839383
2000-09-15,Duets,16000000,4734235,6615452
1999-08-13,Detroit Rock City,16000000,4217115,5825314
2007-10-19,Things We Lost in the Fire,16000000,3287315,8120148
2014-04-06,The Homesman,16000000,2429989,8217571
2013-03-27,Trance,16000000,2322593,22594052
2014-05-16,The Immigrant,16000000,2013456,7585011
1997-08-15,Steel,16000000,1686429,1686429
2005-12-21,The White Countess,16000000,1669971,2814566
2008-07-25,Bienvenue chez les Ch'tis,16000000,1477650,247474497
2020-07-15,Ban-do,16000000,1224525,35077947
2014-01-10,Men Women and Children,16000000,705908,1685403
2019-12-04,Teen Spirit,16000000,441366,1573603
2010-09-24,Enter the Void,16000000,337997,1467278
2008-12-31,Good,16000000,31631,31631
2012-02-11,Vamps,16000000,3361,94812
2010-11-05,Haeundae,16000000,0,64733391
2010-09-03,Hachiko: A Dog’s Story,16000000,0,47707417
2013-04-12,Zulu,16000000,0,1844228
2020-05-22,The Lovebirds,16000000,0,0
2018-09-28,The Old Man and the Gun,15800000,11277120,16955673
2020-10-16,Kimetsu no Yaiba: Mugen Ressha-Hen,15765750,47700000,503063688
2018-07-12,Second Act,15700000,39282227,63288854
2002-06-21,Juwanna Mann,15600000,13571817,13771817
2020-01-24,The Personal History of David Copperfield,15600000,1876298,13211271
2007-08-06,La Môme,15500000,10299782,88611837
2002-11-15,Ararat,15500000,1693000,1757694
2007-04-13,Slow Burn,15500000,1237615,1237615
2005-04-22,Madison,15500000,517262,517262
2010-02-26,The Yellow Handkerchief,15500000,318623,318623
2021-07-07,Annette,15500000,0,3297276
2015-01-05,Far from the Madding Crowd,15495600,12236500,29729450
2002-09-27,Wasabi,15300000,81525,7000000
2006-03-31,Slither,15250000,7802450,12930343
1990-11-16,Home Alone,15000000,285761243,476684675
1984-05-12,Beverly Hills Cop,15000000,234760478,316300000
1986-05-16,Top Gun,15000000,180012912,357011945
1982-12-17,Tootsie,15000000,177200000,177200000
1987-11-25,3 Men and a Baby,15000000,167780960,167780960
2010-11-26,The King’s Speech,15000000,138797449,430061213
1999-09-15,American Beauty,15000000,130058047,356258047
2000-08-12,Crouching Tiger Hidden Dragon,15000000,128067808,213514672
1988-09-12,Twins,15000000,111936388,216600000
1996-12-20,Scream,15000000,103046663,173046663
2017-02-08,Annabelle: Creation,15000000,102092201,305384865
2013-10-23,Jackass Presents: Bad Grandpa,15000000,102003019,160903019
1978-06-28,Heaven Can Wait,15000000,98800000,98800000
1985-12-18,The Color Purple,15000000,94029472,94029472
2014-11-14,The Imitation Game,15000000,91125143,227328585
1988-03-30,Beetlejuice,15000000,73839613,74456266
2016-04-01,10 Cloverfield Lane,15000000,72082999,108286422
2013-01-17,Mama,15000000,71628180,148095566
1980-10-10,Private Benjamin,15000000,69847348,69847348
1980-07-03,Coal Miner’s Daughter,15000000,67182787,67182787
1987-06-03,Lethal Weapon,15000000,65192350,120192350
2010-03-19,Diary of a Wimpy Kid,15000000,64003625,76954311
1983-07-29,National Lampoon’s Vacation,15000000,61400000,61400000
2006-09-15,The Queen,15000000,56441711,128885873
2007-12-10,Why Did I Get Married?,15000000,55204525,55934178
2012-03-02,The Woman in Black,15000000,54333290,128955898
1979-01-01,The Deer Hunter,15000000,50000000,50057795
2018-09-08,BlacKkKlansman,15000000,49275340,93411426
2006-03-02,When a Stranger Calls,15000000,47860214,67215435
2002-08-02,Big Fat Liar,15000000,47811275,52461017
1997-08-15,Cop Land,15000000,44906632,63706632
1997-12-25,Wag the Dog,15000000,43057470,64252038
2013-02-21,Snitch,15000000,42930462,57907734
2003-02-05,The Lizzie McGuire Movie,15000000,42734455,55534455
2015-02-12,Krampus,15000000,42725475,61788393
2012-09-20,End of Watch,15000000,41003371,57586606
1998-12-25,The Faculty,15000000,40283321,40283321
1993-09-06,What's Love Got to Do With It,15000000,39100956,39100956
2001-12-14,Not Another Teen Movie,15000000,37882551,62401343
2014-03-12,Wild,15000000,37880356,52460543
2062-12-16,Lawrence of Arabia,15000000,37495385,69995047
2014-07-11,The Theory of Everything,15000000,35893537,123327692
2011-09-16,Drive,15000000,35060689,81357930
2000-03-31,The Skulls,15000000,35007180,35007180
2066-10-10,Hawaii,15000000,34562222,34562222
2018-11-23,The Favourite,15000000,34366783,95872148
2003-04-18,Malibu's Most Wanted,15000000,34308901,34499204
2009-04-09,All About Steve,15000000,33862903,40127259
2000-04-28,Where the Heart Is,15000000,33771174,40862054
2009-08-28,Halloween 2,15000000,33392973,38512850
2009-03-13,The Last House on the Left,15000000,32752215,46526243
2005-02-18,Because of Winn-Dixie,15000000,32647042,33508485
2021-12-08,Don’t Breathe 2,15000000,32638038,47227560
2005-04-02,The Wedding Date,15000000,31726995,47175038
1987-09-25,The Princess Bride,15000000,30857000,31045750
2002-12-07,Halloween: Resurrection,15000000,30259652,37659652
2007-12-25,The Great Debaters,15000000,30226144,30261293
2014-08-22,When the Game Stands Tall,15000000,30127963,30138912
2004-02-20,Confessions of a Teenage Drama Queen,15000000,29331068,33118854
1998-04-17,The Object of my Affection,15000000,29145924,29145924
2007-11-05,28 Weeks Later,15000000,28638916,64232714
1997-11-04,Grosse Pointe Blank,15000000,28084357,31070412
2000-04-21,Love & Basketball,15000000,27441122,27709625
2017-08-09,Home Again,15000000,27020284,37336874
2000-10-27,Book of Shadows: Blair Witch 2,15000000,26421314,47721314
1997-10-10,Boogie Nights,15000000,26410771,43111725
2010-07-23,Ramona and Beezus,15000000,26167002,27469621
2021-01-07,Escape Room: Tournament of Champions,15000000,25188958,51788711
2014-08-27,The November Man,15000000,25018119,34820335
1996-03-05,The Craft,15000000,24769466,55669466
2005-12-28,Match Point,15000000,23089926,87950928
1993-05-11,The Remains of the Day,15000000,22954968,63954968
1993-01-15,Nowhere to Run,15000000,22189039,52189039
2000-09-22,Urban Legends: Final Cut,15000000,21468807,38574362
2013-03-20,The Place Beyond the Pines,15000000,21403519,47011449
2006-10-20,Flicka,15000000,21000147,21896367
2007-03-23,The Hills Have Eyes II,15000000,20804166,37466538
2016-04-29,Keanu,15000000,20591853,20688141
2020-02-14,The Photograph,15000000,20578185,20704381
2010-12-22,Country Strong,15000000,20218921,20601987
2002-11-10,Tuck Everlasting,15000000,19161999,19344615
2006-10-13,The Marine,15000000,18844784,22165608
1998-07-24,Disturbing Behavior,15000000,17507368,19014238
1998-06-03,The Big Lebowski,15000000,17498804,46189568
2014-07-25,A Most Wanted Man,15000000,17237855,36068890
2009-06-26,The Hurt Locker,15000000,17017811,49876984
2000-01-28,Eye of the Beholder,15000000,16500786,18260865
2012-02-11,The Man with the Iron Fists,15000000,15634090,22018988
1984-11-05,Firestarter,15000000,15136870,15136870
2019-01-30,Miss Bala,15000000,14998027,15364632
2012-09-21,Killing Them Softly,15000000,14945541,39238443
2001-04-20,Freddy Got Fingered,15000000,14249005,14249005
2011-06-23,One Day,15000000,13843771,59168692
2004-06-25,De-Lovely,15000000,13337299,18524496
2009-02-10,Whip It,15000000,13077184,18889972
2008-11-01,The Pirates Who Don't Do Anything: A VeggieTale…,15000000,12981269,13248444
2008-01-23,U2 3D,15000000,12898847,26170402
2000-01-09,Highlander: Endgame,15000000,12801190,12801190
2016-11-25,The Founder,15000000,12786053,24403192
2006-08-25,Idlewild,15000000,12669914,12669914
2003-04-25,Confidence,15000000,12212417,12970401
2019-09-08,Blinded by the Light,15000000,11901145,18144644
2002-11-10,Knockaround Guys,15000000,11660180,12419700
1999-08-27,The Muse,15000000,11614954,11614954
1998-03-04,Barney's Great Adventure,15000000,11156471,11156471
1989-01-03,New York Stories,15000000,10763469,10763469
1998-11-25,Home Fries,15000000,10513979,10513979
2000-03-24,Here on Earth,15000000,10494147,10845127
2004-08-10,Raise Your Voice,15000000,10411980,14811980
1985-05-31,Brazil,15000000,9929135,9934482
1993-04-23,The Dark Half,15000000,9579068,9579068
2007-02-03,Black Snake Moan,15000000,9396870,10951153
2003-02-21,Dark Blue,15000000,9237470,12262065
2007-06-22,A Mighty Heart,15000000,9176787,19153568
1983-09-30,Brainstorm,15000000,8921050,8921050
2016-09-23,Queen of Katwe,15000000,8874389,10055481
2000-03-24,Whatever it Takes,15000000,8735529,8735529
2003-03-21,Boat Trip,15000000,8586376,14933713
2002-05-22,The Importance of Being Earnest,15000000,8378141,8667209
1999-05-21,The Love Letter,15000000,8322608,9203182
2006-05-05,Hoot,15000000,8117637,8224998
2015-06-11,Trumbo,15000000,7857741,13300181
2008-08-02,In Bruges,15000000,7800825,34533783
2013-04-01,Promised Land,15000000,7597898,12394562
2001-08-10,Mulholland Drive,15000000,7219578,20780568
2018-07-06,Hotel Artemis,15000000,6708137,13316627
2008-08-20,The Rocker,15000000,6409528,8767338
2009-08-21,Post Grad,15000000,6382178,6563402
2009-06-19,Whatever Works,15000000,5306706,35106706
2000-07-19,The In Crowd,15000000,5217498,5217498
2005-12-14,Los tres entierros de Melquiades Estrada,15000000,5027684,13454474
1999-09-24,Jakob the Liar,15000000,4956401,4956401
2007-09-28,Se jie,15000000,4604982,65167430
2011-01-21,The Company Men,15000000,4444612,4569967
2005-10-21,Kiss Kiss Bang Bang,15000000,4235837,16829464
1999-04-30,Idle Hands,15000000,4023741,4024142
2015-10-29,Scouts Guide to the Zombie Apocalypse,15000000,3703046,15554855
2007-01-26,Blood and Chocolate,15000000,3526588,6551310
2010-09-22,You Will Meet a Tall Dark Stranger,15000000,3247816,38535748
2015-10-23,Rock the Kasbah,15000000,3020665,3386153
2015-04-12,Chi-raq,15000000,2653031,2733397
2010-09-15,Never Let Me Go,15000000,2434652,11173718
2016-09-09,The Disappointments Room,15000000,2423467,3503761
2003-12-25,The Company,15000000,2281585,3393606
2008-07-18,Transsiberian,15000000,2203641,6379575
1999-10-22,Crazy in Alabama,15000000,1954202,1954202
1986-01-17,The Clan of the Cave Bear,15000000,1953732,1953732
2017-03-02,The Comedian,15000000,1658706,1658706
2008-03-14,Funny Games,15000000,1294640,8200127
2006-02-06,Banlieue 13,15000000,1200216,11599903
1999-12-11,Felicia's Journey,15000000,824295,1970268
2002-01-01,Metropolis,15000000,673414,1405032
2015-08-27,Cìkè Niè Yinniáng,15000000,632542,11279884
1995-01-12,Things to Do in Denver when You're Dead,15000000,529766,529766
2013-04-26,The Reluctant Fundamentalist,15000000,528731,528731
2004-06-02,The Return,15000000,501752,5953886
2003-07-18,Buffalo Soldiers,15000000,353743,1768976
2003-04-25,Steal,15000000,220944,240025
2010-08-27,Centurion,15000000,123570,7885048
2009-10-23,Ong-Bak 2,15000000,102458,7583050
1996-12-10,Silent Trigger,15000000,76382,76382
2008-01-08,Midnight Meat Train,15000000,73548,1590246
2013-06-09,Winnie Mandela,15000000,61847,61847
2011-04-11,The Son of No One,15000000,30680,1148578
2002-10-25,All the Queen's Men,15000000,22723,22723
2007-05-10,The Good Night,15000000,22441,22441
2013-11-10,Khumba,15000000,0,20898221
2012-04-05,A Few Best Men,15000000,0,17224539
2014-10-10,Autómata,15000000,0,6775458
2015-03-12,Chiamatemi Francesco - Il papa della gente,15000000,0,3925769
,Bathory,15000000,0,3436763
2010-05-02,San suk si gin,15000000,0,2013340
2018-12-12,Roma,15000000,0,1109544
2005-06-10,Dungeons & Dragons 2: The Elemental Might,15000000,0,909822
2017-02-17,In Dubious Battle,15000000,0,214182
2021-07-23,Midnight in the Switchgrass,15000000,0,97518
2015-10-04,Broken Horses,15000000,0,3471
2001-06-29,Pandaemonium,15000000,0,1438
1993-12-02,Groundhog Day,14600000,71097843,71112677
2015-01-07,Magic Mike XXL,14500000,66013057,123580421
1996-01-11,Romeo+Juliet,14500000,46338728,147542381
2011-07-22,Elle s'appelait Sarah,14500000,7691700,25480031
2014-08-22,Freedom,14500000,0,872757
1992-07-08,Unforgiven,14400000,101157447,159157447
2006-01-27,Manderlay,14200000,74205,543306
1990-03-23,Pretty Woman,14000000,178406268,432566361
1987-09-18,Fatal Attraction,14000000,156645693,320100000
2008-12-11,Slumdog Millionaire,14000000,141330703,383825427
1974-12-17,Towering Inferno,14000000,116000000,139700000
1988-05-25,Crocodile Dundee 2,14000000,109306210,239606210
1989-12-20,Born on the Fourth of July,14000000,70001698,70001698
1993-01-10,Cool Runnings,14000000,68856263,155008909
2007-12-01,Stomp the Yard,14000000,61356221,75525718
2009-01-16,My Bloody Valentine,14000000,51545952,102836002
2012-08-31,The Possession,14000000,49130588,82925064
1982-10-22,First Blood,14000000,47212904,125212904
1977-07-13,The Spy Who Loved Me,14000000,46800000,185400000
2019-12-04,Breakthrough,14000000,40713082,49231674
1998-09-25,Urban Legend,14000000,38116707,72571864
1981-09-12,Taps,14000000,35856053,35856053
2012-02-24,Tyler Perry's Good Deeds,14000000,35025791,35579177
1991-01-18,White Fang,14000000,34729091,34729091
2019-10-18,Jojo Rabbit,14000000,33370906,87068472
1999-08-10,Superstar,14000000,30628981,30628981
2012-01-13,The Iron Lady,14000000,29959436,115592104
1993-07-23,Poetic Justice,14000000,27450453,27450453
2002-04-10,Jonah: A VeggieTales Movie,14000000,25571351,25608779
2002-08-03,All About the Benjamins,14000000,25482931,25873145
1977-06-17,Exorcist II: The Heretic,14000000,25011000,25011000
2010-12-03,Our Family Wedding,14000000,20255281,21410546
1995-10-27,Vampire in Brooklyn,14000000,19637147,19637147
2006-05-05,An American Haunting,14000000,16298046,30443277
2003-08-22,My Boss's Daughter,14000000,15549702,15565357
2009-07-08,A Perfect Getaway,14000000,15515460,22815460
1996-10-25,Thinner,14000000,15171475,15171475
1998-08-21,Dead Man on Campus,14000000,15064948,15064948
1999-05-14,Tea with Mussolini,14000000,14395874,14395874
1977-06-22,New York New York,14000000,13800000,13800000
2002-04-26,Jason X,14000000,13121555,16951798
1994-05-13,Crooklyn,14000000,13024170,13024170
2007-03-16,I Think I Love My Wife,14000000,12559771,13205411
2015-02-20,Hot Tub Time Machine 2,14000000,12314651,12826644
2019-12-04,After,14000000,12138565,58090525
2006-11-17,Bobby,14000000,11242801,20597806
2001-02-02,Head Over Heels,14000000,10397365,10397365
2012-10-26,Fun Size,14000000,9409538,11166615
1999-04-23,Lost and Found,14000000,6552255,6552255
2007-11-30,Le Scaphandre et le Papillon,14000000,5990075,22754472
2006-06-10,Little Children,14000000,5463019,14121177
2000-04-21,Gossip,14000000,5108820,12591270
1999-03-26,A Walk on the Moon,14000000,4741987,4741987
2014-12-26,Suffragette,14000000,4702420,37888043
2006-10-27,Catch a Fire,14000000,4299773,5782198
2014-10-31,Mr. Turner,14000000,3958546,25187026
2001-07-09,Soul Survivors,14000000,3100650,4288246
2009-05-22,Easy Virtue,14000000,2656784,20537741
1995-03-31,Jefferson in Paris,14000000,2461628,2461628
2010-06-08,Flipped,14000000,1755212,4294635
1978-01-01,Caravans,14000000,1000000,1000000
2010-06-25,Les herbes folles,14000000,403952,1903952
2003-01-24,Amen,14000000,274299,274299
2008-09-26,The Lucky Ones,14000000,266967,266967
2011-09-30,Margaret,14000000,47185,623292
2014-07-25,The Salvation,14000000,43318,2947737
2012-03-08,Reign of Assassins,14000000,0,11354230
2005-09-12,Brokeback Mountain,13900000,83043761,176980863
1995-01-07,Clueless,13700000,56598476,57956568
,Cah,13700000,0,11738256
1973-12-16,Papillon,13500000,53267000,53292989
2018-04-20,Super Troopers 2,13500000,30617396,31575635
2002-08-11,Far From Heaven,13500000,15901849,29027914
2012-12-10,Seven Psychopaths,13500000,15024049,33035736
2000-11-22,Quills,13500000,7060876,11732088
1982-01-29,The Border,13500000,6118683,6118683
2005-02-18,Der Untergang,13500000,5501940,93631744
2001-02-03,The Caveman's Valentine,13500000,687081,892506
2011-01-04,The Last Godfather,13400000,164247,164247
2014-03-14,Under the Skin,13300000,2614251,7229933
2004-12-17,Mar adentro,13300000,2086345,39686345
2014-12-09,No Good Deed,13200000,52543632,54323210
1987-12-23,Good Morning Vietnam,13000000,123922370,123922370
2010-03-12,Black Swan,13000000,106954678,331266710
2001-12-01,Save the Last Dance,13000000,91038276,122244329
2011-11-02,Justin Bieber: Never Say Never,13000000,73013910,99034125
2018-04-07,The First Purge,13000000,69488745,137054597
2016-03-16,Miracles from Heaven,13000000,61705123,73814432
2000-11-02,Snow Day,13000000,60008303,62452927
2004-01-23,The Butterfly Effect,13000000,57924679,95638592
1974-11-12,The Godfather: Part II,13000000,57300000,57300000
2016-06-23,The Shallows,13000000,55121623,118763442
1988-08-19,A Nightmare on Elm Street 4: The Dream Master,13000000,49369899,49369899
2007-11-21,This Christmas,13000000,49121934,49733545
2014-02-14,About Last Night,13000000,48637684,50445860
2000-12-15,Dude Where's My Car?,13000000,46729374,73180297
1988-12-08,Young Guns,13000000,44726644,44726644
2014-10-10,St. Vincent,13000000,44137712,54837234
2014-02-07,Earth to Echo,13000000,38934842,42174545
1999-03-31,10 Things I Hate About You,13000000,38177966,60413950
2002-10-05,The New Guy,13000000,28972187,28972187
1993-05-02,Loaded Weapon 1,13000000,27979399,27979399
1999-12-03,Baby Geniuses,13000000,27151490,27151490
1998-04-24,The Big Hit,13000000,27066941,27066941
1990-09-11,Child's Play 2,13000000,26904572,34166572
1996-10-07,Harriet the Spy,13000000,26570048,26570048
2013-01-03,21 and Over,13000000,25682380,42195766
2007-11-21,The Mist,13000000,25593755,57189408
2015-01-21,Ex Machina,13000000,25440971,38358392
1999-10-29,Being John Malkovich,13000000,22858926,32382381
2001-07-09,Two Can Play That Game,13000000,22235901,22391450
2016-11-03,Eye in the Sky,13000000,18704596,35402802
2013-03-22,Admission,13000000,18007317,18733666
2012-09-20,The Perks of Being a Wallflower,13000000,17742948,33069303
2001-06-29,crazy/beautiful,13000000,16929123,19929123
1998-08-28,54,13000000,16757163,16757163
2015-10-16,Room,13000000,14677674,36311350
2015-10-16,Woodlawn,13000000,14394097,14403891
2006-12-20,Letters from Iwo Jima,13000000,13756082,67867998
2009-05-29,Män som hatar kvinnor,13000000,12749992,109421911
2007-02-23,The Astronaut Farmer,13000000,11003643,11141213
1998-12-06,Dirty Work,13000000,10020081,10020081
2015-07-16,Bajrangi Bhaijaan,13000000,8178001,121778347
1998-08-05,Woo,13000000,8064972,8064972
2016-04-02,Robinson Crusoe,13000000,8005586,42446455
1994-04-13,Serial Mom,13000000,7881335,7881335
1999-04-08,Dick,13000000,6276869,6276869
1999-10-11,Light It Up,13000000,5871603,5871603
2001-08-24,Bubble Boy,13000000,5002310,5002310
2002-01-02,Birthday Girl,13000000,4919896,8130727
2007-01-02,Paris je t'aime,13000000,4857374,5175088
2018-07-12,Ben is Back,13000000,3703182,12616995
2007-08-24,Resurrecting the Champ,13000000,3172382,3260555
2010-03-26,Chloe,13000000,3075255,13176612
2001-02-03,The Widow of St. Pierre,13000000,3058380,3058380
2015-05-22,Youth,13000000,2703296,24001573
1996-05-04,Faithful,13000000,2104439,2104439
2010-02-26,Un Prophète,13000000,2087720,19910624
2010-03-12,I Love You Phillip Morris,13000000,2037459,23014027
2015-07-23,The Vatican Tapes,13000000,1784763,14929184
2006-03-17,Find Me Guilty,13000000,1173673,2898225
1993-05-14,Excessive Force,13000000,1152117,1152117
2006-10-13,Infamous,13000000,1151330,2613717
2011-07-29,Attack the Block,13000000,1024175,6459183
2000-12-29,The Claim,13000000,622023,1375635
2018-12-04,The Happy Prince,13000000,464495,2394619
2011-12-23,In The Land of Blood and Honey,13000000,303877,509193
2010-06-18,The Killer Inside Me,13000000,217277,5453369
2018-07-12,Dumplin’,13000000,0,399198
2020-10-30,Rogue City,13000000,0,8573
2012-03-30,Womb,13000000,0,0
2013-03-14,The Call,12800000,51872378,69821476
2016-07-20,Operation Chromite,12700000,1022720,49196532
2014-12-09,The Drop,12600000,10724389,19054534
2002-12-07,The Crocodile Hunter: Collision Course,12500000,28436931,33436931
2010-03-09,Machete,12500000,26593646,46370970
2002-12-19,Antwone Fisher,12500000,21078145,23367586
1982-12-02,La Guerre du feu,12500000,20959585,20959585
2002-11-22,The Emperor's Club,12500000,14060950,16193713
1993-10-09,True Romance,12500000,12281000,12643293
2009-11-09,Sorority Row,12500000,11965282,26735797
1992-09-30,Glengarry Glen Ross,12500000,10725228,10725650
2008-07-11,The Boy in the Striped Pyjamas,12500000,9046156,44083403
1982-02-04,Cat People,12500000,7000000,21000000
1979-05-25,The Prisoner of Zenda,12500000,7000000,7000000
2010-10-15,Conviction,12500000,6797696,11826980
2007-12-10,Lars and the Real Girl,12500000,5956480,11277119
2010-05-21,Solitary Man,12500000,4360548,4360548
2000-09-22,Dancer in the Dark,12500000,4157491,45556774
2010-12-17,Casino Jack,12500000,2039869,2272186
1998-02-01,Oscar and Lucinda,12500000,1612957,1612957
1996-01-11,The Funeral,12500000,1212799,1412799
2004-03-09,Tae Guik Gi: The Brotherhood of War,12500000,1110186,69826708
2010-04-16,The Perfect Game,12500000,1089445,3931367
2012-05-10,The Paperboy,12500000,677200,4027663
2012-12-12,Ernest et Celestine,12500000,292562,9376444
2012-09-02,A Little Bit of Heaven,12500000,10011,1100287
2016-01-11,La Folle Histoire De Max Et Léon,12500000,0,8912003
2014-11-28,Mortadelo y Filemón contra Jimmy el Cachondo,12500000,0,3350943
1988-11-18,The Land Before Time,12300000,48092846,81972846
1975-06-20,Jaws,12000000,260000000,470700000
1973-12-26,The Exorcist,12000000,230347346,428214478
2014-04-06,The Fault in Our Stars,12000000,124872350,307166834
1999-09-07,American Pie,12000000,101800948,234723148
2012-04-20,Think Like a Man,12000000,91547205,113373764
2014-04-16,Heaven is for Real,12000000,91386097,100913556
1986-12-12,The Golden Child,12000000,79817937,79817937
1982-04-06,Star Trek II: The Wrath of Khan,12000000,78912963,95800000
2002-09-13,Barbershop,12000000,75781642,77063461
1983-03-06,WarGames,12000000,74433837,74433837
1994-04-02,Ace Ventura: Pet Detective,12000000,72217396,107217396
2012-02-24,Act of Valor,12000000,70012847,82497035
1985-08-02,Witness,12000000,65532576,65532576
2006-11-08,Step Up,12000000,65328121,110989157
2012-02-02,Chronicle,12000000,64575175,123681790
1996-12-20,Beavis and Butt-Head Do America,12000000,63118386,63118386
2070-01-01,Patton,12000000,62500000,62500000
2012-02-03,Project X,12000000,54731865,103028188
2017-10-11,Three Billboards Outside Ebbing Missouri,12000000,54513740,161456746
2016-11-25,Lion,12000000,51739495,149117900
2018-04-05,Overboard,12000000,50316123,91244913
1997-12-25,Jackie Brown,12000000,39673162,74727492
1983-11-18,Yentl,12000000,39012241,39012241
2008-04-25,Harold & Kumar Escape from Guantanamo Bay,12000000,38108728,43353117
2013-01-11,Philomena,12000000,37709979,98963392
1981-06-11,Time Bandits,12000000,37400000,37400000
2002-02-15,Crossroads,12000000,37188667,57000000
2015-09-07,Paper Towns,12000000,32000304,85450484
2008-10-10,Quarantine,12000000,31691811,41924774
2002-08-21,One Hour Photo,12000000,31597131,52223306
2008-01-02,The Eye,12000000,31418697,57577765
2004-07-04,Johnson Family Vacation,12000000,31203964,31286759
2001-12-21,How High,12000000,31155435,31222395
2060-07-10,Spartacus,12000000,30000000,60000000
2006-01-09,Crank,12000000,27838408,43924923
1992-11-12,The Muppet Christmas Carol,12000000,27379507,27972958
2016-12-08,Hell or High Water,12000000,27007844,37584304
2002-10-25,Frida,12000000,25885000,56131239
2012-05-07,Katy Perry: Part of Me,12000000,25326071,32700439
2014-12-12,Top Five,12000000,25317379,26001741
1998-11-09,Rounders,12000000,22921898,22921898
1993-10-13,Rudy,12000000,22750363,22750363
1979-06-15,Prophecy,12000000,22673340,22673340
2015-01-30,Project Almanac,12000000,22348241,32909437
2019-08-15,47 Meters Down: Uncaged,12000000,22260900,37989240
2019-10-23,Black and Blue,12000000,22012729,22730144
2010-05-14,Just Wright,12000000,21540363,21867665
1999-10-09,Stir of Echoes,12000000,21133087,23059379
1995-01-13,Tales from the Crypt: Demon Knight,12000000,21089146,21089146
1978-01-01,The Boys from Brazil,12000000,19000000,19000000
2005-11-03,The Upside of Anger,12000000,18761993,28915761
2006-03-03,Aquamarine,12000000,18597342,22978953
2013-11-15,Nebraska,12000000,17654912,24761360
2004-09-01,My Baby's Daddy,12000000,17321573,17322212
2001-05-10,Max Keeble's Big Move,12000000,17292381,17292381
2011-09-12,Young Adult,12000000,16311571,22750356
2020-01-23,The Turning,12000000,15472775,18460739
2013-04-09,About Time,12000000,15323921,88538742
